"TimePeriod","GeoTypeDesc","GeoID","GeoRank","BoroID","Borough","Geography","Area","Number","Estimated annual rate per 10,000","Age-adjusted rate per 10,000"
"2009","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","1,075","47.9","47.4"
"2009","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","1,135","79.7","87.9"
"2009","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","1,111","77.1","83.1"
"2009","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","779","83.1","88.4"
"2009","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","198","20.1","25.8"
"2009","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","501","27.6","32.7"
"2009","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","1,284","53.8","56.4"
"2009","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","585","44.4","46.5"
"2009","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","240","24.7","30.5"
"2009","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","298","12.3","12.2"
"2009","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","607","26.6","26.5"
"2009","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","382","25.4","24.5"
"2009","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","183","10.7","9.9"
"2009","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","468","19.7","17.0"
"2009","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","861","56.6","66.2"
"2009","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","502","25.0","26.0"
"2009","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","623","48.7","51.7"
"2009","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","728","85.7","88.3"
"2009","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","284","15.1","14.3"
"2009","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","103","5.4","5.6"
"2009","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","184","13.9","15.6"
"2009","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","92","7.4","8.5"
"2009","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","54","7.2","8.4"
"2009","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","466","26.8","28.9"
"2009","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","38","8.5","11.5"
"2009","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","299","16.7","19.0"
"2009","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","485","12.7","14.0"
"2009","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","200","9.4","7.9"
"2009","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","71","10.0","8.4"
"2009","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","215","10.8","10.3"
"2009","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","99","13.1","12.5"
"2009","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","315","15.5","15.5"
"2009","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","552","25.3","24.7"
"2009","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","227","15.0","13.9"
"2009","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","250","30.2","28.4"
"2009","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","197","39.5","39.7"
"2009","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","298","31.5","30.9"
"2009","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","97","14.5","12.6"
"2009","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","184","12.6","11.6"
"2008","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","220","30.3","27.2"
"2008","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","537","37.1","35.0"
"2008","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","1,026","56.8","61.5"
"2008","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","1,020","46.0","45.4"
"2008","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","1,149","81.9","92.6"
"2008","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","1,018","72.0","76.9"
"2008","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","790","86.2","94.1"
"2008","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","182","18.9","24.0"
"2008","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","528","29.6","34.3"
"2008","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","1,096","46.6","49.2"
"2008","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","556","43.0","44.5"
"2008","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","221","23.2","28.4"
"2008","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","282","11.9","11.5"
"2008","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","540","23.8","24.0"
"2008","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","326","21.9","21.1"
"2008","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","139","8.3","7.6"
"2008","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","390","16.7","14.4"
"2008","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","901","60.6","69.9"
"2008","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","545","27.0","28.5"
"2008","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","647","51.0","55.2"
"2008","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","703","83.1","85.6"
"2008","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","273","14.4","13.6"
"2008","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","101","5.3","5.4"
"2008","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","181","13.8","15.9"
"2008","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","106","8.6","9.7"
"2008","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","43","5.7","6.7"
"2008","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","439","25.2","27.4"
"2008","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","37","8.6","11.4"
"2008","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","274","15.4","17.5"
"2008","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","466","12.4","13.6"
"2008","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","192","9.1","8.1"
"2008","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","50","7.1","5.8"
"2008","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","289","14.7","13.9"
"2008","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","105","14.1","13.3"
"2008","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","332","16.6","16.6"
"2008","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","574","26.7","26.2"
"2008","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","243","16.2","15.3"
"2008","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","242","29.8","28.2"
"2008","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","167","34.0","33.8"
"2008","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","251","26.8","25.9"
"2008","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","94","14.1","12.9"
"2008","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","154","10.6","10.0"
"2007","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","141","19.5","18.2"
"2007","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","448","31.2","29.3"
"2007","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","915","51.1","55.1"
"2007","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","815","37.0","36.7"
"2007","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","1,049","75.5","83.7"
"2007","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","1,032","74.2","77.9"
"2007","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","797","88.5","94.1"
"2007","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","236","25.0","31.3"
"2007","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","443","25.2","29.2"
"2007","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","1,124","48.3","50.9"
"2007","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","518","40.8","42.2"
"2007","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","200","21.4","24.8"
"2007","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","264","11.2","11.1"
"2007","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","519","22.9","22.9"
"2007","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","258","17.5","17.1"
"2007","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","132","8.0","7.3"
"2007","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","394","17.1","15.6"
"2007","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","866","59.5","68.5"
"2007","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","523","26.0","27.6"
"2007","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","552","44.1","47.3"
"2007","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","581","69.4","71.7"
"2007","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","249","13.1","12.7"
"2007","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","102","5.3","5.3"
"2007","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","172","13.3","15.1"
"2007","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","105","8.6","9.3"
"2007","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","36","4.8","5.6"
"2007","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","387","22.4","24.0"
"2007","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","27","6.6","8.0"
"2007","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","243","13.8","15.4"
"2007","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","442","11.9","12.9"
"2007","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","203","9.7","8.6"
"2007","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","51","7.3","6.4"
"2007","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","262","13.4","12.8"
"2007","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","100","13.6","12.5"
"2007","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","284","14.3","14.8"
"2007","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","543","25.5","25.1"
"2007","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","229","15.3","14.7"
"2007","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","147","18.4","17.1"
"2007","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","137","28.4","29.6"
"2007","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","181","19.6","19.1"
"2007","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","73","11.0","10.4"
"2007","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","138","9.6","9.1"
"2006","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","163","22.7","21.3"
"2006","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","448","31.3","29.8"
"2006","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","855","48.1","52.1"
"2006","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","774","35.4","35.0"
"2006","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","995","72.3","79.6"
"2006","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","947","69.1","74.4"
"2006","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","778","87.9","93.3"
"2006","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","181","19.5","23.8"
"2006","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","465","26.6","29.6"
"2006","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","977","42.2","44.1"
"2006","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","500","39.7","41.6"
"2006","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","189","20.4","23.6"
"2006","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","267","11.5","11.5"
"2006","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","532","23.4","23.7"
"2006","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","256","17.4","17.1"
"2006","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","118","7.3","6.7"
"2006","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","457","20.0","17.7"
"2006","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","861","60.0","69.1"
"2006","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","511","25.3","26.7"
"2006","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","558","45.0","48.2"
"2006","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","662","79.4","81.8"
"2006","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","288","15.2","14.6"
"2006","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","114","6.0","6.6"
"2006","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","176","13.8","15.6"
"2006","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","121","10.0","10.9"
"2006","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","31","4.1","4.5"
"2006","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","404","23.5","25.1"
"2006","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","30","7.7","9.2"
"2006","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","301","17.2","19.3"
"2006","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","451","12.2","13.3"
"2006","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","174","8.4","7.6"
"2006","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","50","7.2","6.2"
"2006","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","233","12.0","11.3"
"2006","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","99","13.6","12.8"
"2006","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","330","16.7","17.1"
"2006","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","524","24.7","24.2"
"2006","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","240","16.1","15.2"
"2006","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","194","24.5","23.4"
"2006","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","135","28.4","29.0"
"2006","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","167","18.2","17.9"
"2006","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","56","8.5","7.7"
"2006","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","153","10.7","10.0"
"2005","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","168","23.3","21.4"
"2005","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","412","28.8","27.7"
"2005","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","782","44.0","47.4"
"2005","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","740","33.9","33.6"
"2005","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","945","68.8","76.1"
"2005","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","935","68.8","74.3"
"2005","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","751","85.7","91.8"
"2005","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","191","20.7","25.4"
"2005","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","460","26.4","29.9"
"2005","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","984","42.6","44.8"
"2005","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","485","38.8","41.7"
"2005","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","206","22.4","26.7"
"2005","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","318","13.7","13.6"
"2005","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","502","21.9","22.5"
"2005","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","259","17.6","17.4"
"2005","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","134","8.3","7.3"
"2005","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","394","17.3","15.5"
"2005","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","966","68.0","76.7"
"2005","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","481","23.8","25.4"
"2005","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","485","39.6","42.0"
"2005","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","566","68.3","71.2"
"2005","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","234","12.3","12.2"
"2005","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","114","6.0","6.0"
"2005","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","180","14.4","16.2"
"2005","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","139","11.5","12.9"
"2005","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","30","4.0","4.5"
"2005","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","398","23.3","25.0"
"2005","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","43","11.6","14.6"
"2005","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","275","15.7","17.5"
"2005","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","453","12.2","13.6"
"2005","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","142","6.8","6.1"
"2005","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","41","5.9","5.3"
"2005","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","311","15.9","14.9"
"2005","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","95","13.0","12.3"
"2005","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","333","16.8","17.3"
"2005","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","517","24.3","24.0"
"2005","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","220","14.7","13.7"
"2005","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","173","22.0","20.8"
"2005","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","104","22.1","21.4"
"2005","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","159","17.4","17.2"
"2005","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","75","11.3","10.6"
"2005","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","149","10.5","10.1"
